ESTADO_NOTICIA,ETAPA,ANIO_HECHO,DEPARTAMENTO,MUNICIPIO,IMPUTACION,CONDENA,ACUSACION,CAPTURA,SEXO_VICTIMA,GRUPO_EDAD_VICTIMA,PAIS_NACIMIENTO,HOMICIDIO_DOLOSO_CONSUMADO,TOTAL_VICTIMAS
INACTIVO,EJECUCIÓN DE PENAS,2017,Antioquia,MEDELLÍN,SI,SI,SI,SI,MASCULINO,PRE-ADOLESCENTE 12 - 13,Colombia,SI,1
ACTIVO,JUICIO,2018,Antioquia,PUERTO BERRÍO,SI,NO,SI,SI,FEMENINO,PRE-ADOLESCENTE 12 - 13,Colombia,NO,1
ACTIVO,JUICIO,2020,Antioquia,CALDAS,SI,NO,SI,SI,FEMENINO,PRE-ADOLESCENTE 12 - 13,Colombia,NO,1
ACTIVO,INDAGACIÓN,2020,Córdoba,MONTELÍBANO,NO,NO,NO,NO,FEMENINO,PRE-ADOLESCENTE 12 - 13,Colombia,SI,1
ACTIVO,JUICIO,2020,Tolima,PLANADAS,SI,NO,SI,NO,MASCULINO,PRE-ADOLESCENTE 12 - 13,Colombia,NO,2
INACTIVO,EJECUCIÓN DE PENAS,2016,Cundinamarca,TOPAIPÍ,SI,SI,NO,SI,MASCULINO,PRE-ADOLESCENTE 12 - 13,Colombia,SI,1
ACTIVO,JUICIO,2020,Cesar,CHIRIGUANÁ,SI,NO,SI,SI,FEMENINO,PRE-ADOLESCENTE 12 - 13,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Chocó,BAJO BAUDÓ,SI,SI,SI,SI,FEMENINO,PRE-ADOLESCENTE 12 - 13,Colombia,SI,1
ACTIVO,JUICIO,2019,Antioquia,MEDELLÍN,SI,NO,SI,SI,FEMENINO,PRE-ADOLESCENTE 12 - 13,Colombia,NO,1
ACTIVO,INVESTIGACIÓN,2015,La Guajira,MAICAO,NO,NO,NO,NO,FEMENINO,PRE-ADOLESCENTE 12 - 13,Colombia,NO,1
ACTIVO,JUICIO,2019,Cesar,AGUACHICA,SI,NO,SI,SI,FEMENINO,PRIMERA INFANCIA 0 - 5,,NO,1
ACTIVO,JUICIO,2019,Cundinamarca,SOACHA,SI,NO,SI,SI,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,NO,1
ACTIVO,INDAGACIÓN,2017,Antioquia,LA ESTRELLA,NO,NO,NO,NO,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Valle del Cauca,TORO,SI,SI,SI,SI,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Antioquia,GIRARDOTA,SI,SI,SI,SI,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,SI,1
INACTIVO,INDAGACIÓN,2019,Guaviare,SAN JOSÉ DEL GUAVIARE,NO,NO,NO,NO,FEMENINO,PRIMERA INFANCIA 0 - 5,,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Risaralda,PEREIRA,SI,SI,SI,NO,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,SI,1
ACTIVO,JUICIO,2019,Valle del Cauca,CALI,SI,SI,SI,SI,FEMENINO,PRIMERA INFANCIA 0 - 5,,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Valle del Cauca,CALI,SI,SI,SI,SI,MASCULINO,PRIMERA INFANCIA 0 - 5,Colombia,NO,1
ACTIVO,INDAGACIÓN,2017,Santander,PUENTE NACIONAL,NO,NO,NO,NO,MASCULINO,PRIMERA INFANCIA 0 - 5,Colombia,NO,1
ACTIVO,INDAGACIÓN,2018,Meta,VILLAVICENCIO,NO,NO,NO,NO,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Santander,SUCRE,SI,SI,NO,SI,MASCULINO,PRIMERA INFANCIA 0 - 5,Colombia,SI,1
ACTIVO,JUICIO,2019,Cesar,AGUACHICA,SI,NO,SI,SI,FEMENINO,PRIMERA INFANCIA 0 - 5,,SI,1
ACTIVO,JUICIO,2020,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,SI,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2016,Boyaca,SOGAMOSO,SI,SI,SI,NO,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,NO,3
INACTIVO,EJECUCIÓN DE PENAS,2016,Huila,GARZÓN,SI,SI,SI,SI,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2018,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,SI,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,NO,1
INACTIVO,JUICIO,2018,Tolima,HERVEO,SI,NO,SI,SI,MASCULINO,PRIMERA INFANCIA 0 - 5,,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Huila,NEIVA,SI,SI,SI,SI,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,SI,1
ACTIVO,JUICIO,2017,Tolima,HONDA,SI,SI,SI,SI,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,NO,1
ACTIVO,JUICIO,2018,Santander,BUCARAMANGA,SI,SI,SI,SI,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,NO,2
ACTIVO,JUICIO,2020,Antioquia,RIONEGRO,SI,NO,SI,SI,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,NO,2
ACTIVO,JUICIO,2019,Atlántico,SABANALARGA,SI,NO,SI,SI,FEMENINO,PRIMERA INFANCIA 0 - 5,,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Caquetá,FLORENCIA,SI,SI,SI,SI,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,SI,1
INACTIVO,INDAGACIÓN,2019,Valle del Cauca,CALI,NO,NO,NO,NO,MASCULINO,PRIMERA INFANCIA 0 - 5,,NO,1
ACTIVO,JUICIO,2018,Antioquia,SEGOVIA,SI,NO,SI,SI,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,NO,1
INACTIVO,JUICIO,2018,Meta,SAN CARLOS DE GUAROA,SI,NO,SI,SI,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,SI,1
INACTIVO,INDAGACIÓN,2018,Meta,SAN MARTÍN,NO,NO,NO,NO,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Boyaca,TUNJA,SI,SI,SI,NO,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,NO,1
ACTIVO,INDAGACIÓN,2019,Magdalena,SANTA MARTA,NO,NO,NO,NO,FEMENINO,PRIMERA INFANCIA 0 - 5,Venezuela,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Valle del Cauca,CALI,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,3
INACTIVO,INDAGACIÓN,2016,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,SI,6
INACTIVO,EJECUCIÓN DE PENAS,2016,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,NO,FEMENINO,SIN DATO,Colombia,NO,3
ACTIVO,INDAGACIÓN,2019,Bolívar,CARTAGENA,NO,NO,NO,NO,FEMENINO,SIN DATO,,NO,1
ACTIVO,JUICIO,2020,Valle del Cauca,CARTAGO,SI,NO,SI,NO,MASCULINO,SIN DATO,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Chocó,RIOSUCIO,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,JUICIO,2018,Cundinamarca,MEDINA,SI,NO,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,INDAGACIÓN,2018,Tolima,IBAGUÉ,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,3
INACTIVO,EJECUCIÓN DE PENAS,2018,Antioquia,MEDELLÍN,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,2
ACTIVO,INVESTIGACIÓN,2020,Antioquia,MEDELLÍN,SI,NO,SI,SI,MASCULINO,SIN DATO,Colombia,NO,1
INACTIVO,INDAGACIÓN,2019,Cundinamarca,FACATATIVÁ,NO,NO,NO,NO,FEMENINO,SIN DATO,,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Boyaca,TIBASOSA,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,TERMINACIÓN ANTICIPADA,2019,Arauca,ARAUCA,SI,SI,NO,SI,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,INVESTIGACIÓN,2017,Bolívar,CARTAGENA,SI,NO,NO,SI,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,JUICIO,2016,Magdalena,PLATO,SI,NO,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,JUICIO,2015,Cesar,VALLEDUPAR,SI,NO,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,JUICIO,2019,Norte de Santander,SALAZAR,SI,NO,SI,SI,FEMENINO,SIN DATO,,SI,1
ACTIVO,INDAGACIÓN,2018,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,,SIN DATO,Venezuela,NO,1
ACTIVO,INDAGACIÓN,2019,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,FEMENINO,SIN DATO,,SI,1
INACTIVO,INDAGACIÓN,2018,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,FEMENINO,SIN DATO,,NO,1
ACTIVO,INDAGACIÓN,2016,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,SI,3
INACTIVO,EJECUCIÓN DE PENAS,2017,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,15
ACTIVO,INDAGACIÓN,2020,Valle del Cauca,CALI,NO,NO,NO,NO,,SIN DATO,,NO,1
INACTIVO,INDAGACIÓN,2017,Valle del Cauca,CALI,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,5
INACTIVO,INDAGACIÓN,2015,Valle del Cauca,CALI,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,SI,1
INACTIVO,INDAGACIÓN,2015,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,MASCULINO,SIN DATO,Colombia,SI,2
INACTIVO,EJECUCIÓN DE PENAS,2016,Valle del Cauca,CALI,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,SI,2
INACTIVO,EJECUCIÓN DE PENAS,2019,Magdalena,FUNDACIÓN,SI,SI,SI,SI,FEMENINO,SIN DATO,,SI,1
ACTIVO,JUICIO,2017,Putumayo,MOCOA,SI,NO,SI,SI,FEMENINO,SIN DATO,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2015,Norte de Santander,CÚCUTA,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,SI,1
ACTIVO,INDAGACIÓN,2020,Santander,BUCARAMANGA,NO,NO,NO,NO,FEMENINO,SIN DATO,Venezuela,NO,1
INACTIVO,INDAGACIÓN,2015,Valle del Cauca,CALI,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,3
INACTIVO,EJECUCIÓN DE PENAS,2016,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,SI,4
INACTIVO,INDAGACIÓN,2018,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,MASCULINO,SIN DATO,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Arauca,ARAUCA,SI,SI,SI,SI,FEMENINO,SIN DATO,,SI,1
INACTIVO,INDAGACIÓN,2018,Putumayo,MOCOA,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,2
INACTIVO,INDAGACIÓN,2016,Antioquia,MEDELLÍN,NO,NO,NO,NO,MASCULINO,SIN DATO,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2016,Boyaca,SOGAMOSO,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,SI,1
INACTIVO,INDAGACIÓN,2020,Valle del Cauca,JAMUNDÍ,NO,NO,NO,NO,FEMENINO,SIN DATO,,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Córdoba,LORICA,SI,SI,SI,NO,FEMENINO,SIN DATO,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2016,Huila,GARZÓN,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Cundinamarca,EL ROSAL,SI,SI,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Antioquia,TARAZÁ,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Bolívar,ACHÍ,SI,SI,SI,NO,FEMENINO,SIN DATO,Colombia,SI,1
ACTIVO,JUICIO,2018,Antioquia,MEDELLÍN,SI,NO,SI,SI,FEMENINO,SIN DATO,Colombia,SI,1
ACTIVO,JUICIO,2017,Atlántico,BARRANQUILLA,SI,NO,SI,SI,FEMENINO,SIN DATO,Colombia,SI,2
ACTIVO,INVESTIGACIÓN,2019,Atlántico,BARRANQUILLA,SI,NO,SI,SI,MASCULINO,SIN DATO,Colombia,NO,1
INACTIVO,JUICIO,2017,Quindío,ARMENIA,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,JUICIO,2017,Valle del Cauca,YUMBO,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2015,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,NO,FEMENINO,SIN DATO,Colombia,SI,1
INACTIVO,INDAGACIÓN,2017,Córdoba,SAN BERNARDO DEL VIENTO,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,SI,1
ACTIVO,INDAGACIÓN,2020,Cauca,EL TAMBO,NO,NO,NO,NO,FEMENINO,SIN DATO,,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Cundinamarca,SOACHA,SI,SI,NO,SI,FEMENINO,SIN DATO,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Atlántico,BARRANQUILLA,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,SI,MASCULINO,SIN DATO,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Nariño,TUMACO,SI,SI,SI,NO,FEMENINO,SIN DATO,Colombia,SI,1
ACTIVO,JUICIO,2020,Caquetá,SAN JOSÉ DEL FRAGUA,SI,NO,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Antioquia,MEDELLÍN,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,2
ACTIVO,JUICIO,2018,Cundinamarca,GUAYABAL DE SIQUIMA,SI,SI,SI,NO,FEMENINO,SIN DATO,,SI,1
ACTIVO,INDAGACIÓN,2017,Guaviare,EL RETORNO,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,SI,1
ACTIVO,INDAGACIÓN,2018,Meta,BARRANCA DE UPÍA,NO,NO,NO,NO,FEMENINO,SIN DATO,,NO,1
ACTIVO,INDAGACIÓN,2019,Valle del Cauca,LA VICTORIA,NO,NO,NO,NO,MASCULINO,SIN DATO,,SI,1
ACTIVO,JUICIO,2019,Meta,VILLAVICENCIO,SI,SI,SI,SI,FEMENINO,SIN DATO,,SI,1
ACTIVO,JUICIO,2017,Boyaca,TUNJA,SI,NO,SI,NO,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,INDAGACIÓN,2018,Boyaca,QUÍPAMA,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Cauca,SANTANDER DE QUILICHAO,SI,SI,SI,NO,FEMENINO,SIN DATO,Colombia,NO,2
INACTIVO,JUICIO,2017,Antioquia,MEDELLÍN,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,INDAGACIÓN,2018,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,FEMENINO,SIN DATO,,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2019,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,NO,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,INDAGACIÓN,2018,Valle del Cauca,CALI,NO,NO,NO,NO,MASCULINO,SIN DATO,Colombia,NO,1
ACTIVO,INDAGACIÓN,2017,Norte de Santander,TIBÚ,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Cundinamarca,COTA,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Meta,MESETAS,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,JUICIO,2020,Magdalena,SANTA MARTA,SI,NO,SI,SI,FEMENINO,SIN DATO,Venezuela,SI,1
ACTIVO,JUICIO,2015,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,NO,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Cundinamarca,SOACHA,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Bolívar,CARTAGENA,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,INDAGACIÓN,2016,Meta,LEJANÍAS,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,JUICIO,2017,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,NO,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,INDAGACIÓN,2020,Atlántico,BARRANQUILLA,NO,NO,NO,NO,FEMENINO,SIN DATO,,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2016,Bolívar,CARTAGENA,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,INDAGACIÓN,2016,Santander,FLORIDABLANCA,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Tolima,ESPINAL,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,INDAGACIÓN,2019,Arauca,ARAUCA,NO,NO,NO,NO,FEMENINO,SIN DATO,,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Huila,PITALITO,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,SI,1
INACTIVO,INDAGACIÓN,2015,Valle del Cauca,CALI,NO,NO,NO,NO,MASCULINO,SIN DATO,Colombia,SI,2
INACTIVO,EJECUCIÓN DE PENAS,2017,Boyaca,SATIVANORTE,SI,SI,SI,NO,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Bolívar,CARTAGENA,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,11
ACTIVO,JUICIO,2015,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,NO,SI,SI,MASCULINO,SIN DATO,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Valle del Cauca,CALI,SI,SI,NO,SI,FEMENINO,SIN DATO,Colombia,SI,2
INACTIVO,EJECUCIÓN DE PENAS,2018,Arauca,TAME,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2015,Quindío,QUIMBAYA,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Chocó,QUIBDO,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2015,Antioquia,ITAGUI,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,SI,1
ACTIVO,JUICIO,2017,Córdoba,MONTELÍBANO,SI,NO,SI,SI,FEMENINO,SIN DATO,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Tolima,LÉRIDA,SI,SI,SI,NO,FEMENINO,SIN DATO,,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2015,Caldas,MANIZALES,SI,SI,SI,NO,FEMENINO,SIN DATO,Colombia,SI,1
ACTIVO,JUICIO,2016,Santander,BUCARAMANGA,SI,NO,SI,NO,FEMENINO,SIN DATO,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Meta,BARRANCA DE UPÍA,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,INDAGACIÓN,2018,Antioquia,LA ESTRELLA,NO,NO,NO,NO,FEMENINO,SIN DATO,,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2016,Antioquia,TURBO,SI,SI,SI,SI,MASCULINO,SIN DATO,Cuba,SI,1
ACTIVO,INDAGACIÓN,2019,Valle del Cauca,CALI,NO,NO,NO,NO,FEMENINO,SIN DATO,,SI,1
ACTIVO,INDAGACIÓN,2018,Bolívar,CARTAGENA,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,2
INACTIVO,INDAGACIÓN,2017,Atlántico,MALAMBO,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,SI,1
INACTIVO,INDAGACIÓN,2019,Cauca,SANTANDER DE QUILICHAO,NO,NO,NO,NO,FEMENINO,SIN DATO,,SI,1
ACTIVO,INDAGACIÓN,2018,Cesar,VALLEDUPAR,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,INDAGACIÓN,2019,Valle del Cauca,BUENAVENTURA,SI,NO,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,INDAGACIÓN,2019,Antioquia,ALEJANDRÍA,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,INDAGACIÓN,2016,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,3
INACTIVO,EJECUCIÓN DE PENAS,2015,Cauca,POPAYÁN,SI,SI,NO,SI,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Magdalena,FUNDACIÓN,SI,SI,SI,SI,FEMENINO,SIN DATO,,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Córdoba,PUERTO ESCONDIDO,SI,SI,NO,SI,FEMENINO,SIN DATO,Colombia,SI,1
ACTIVO,JUICIO,2019,La Guajira,RIOHACHA,SI,NO,SI,SI,FEMENINO,SIN DATO,Venezuela,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2016,Cauca,POPAYÁN,SI,SI,NO,SI,FEMENINO,SIN DATO,Colombia,SI,1
ACTIVO,INDAGACIÓN,2018,Antioquia,MEDELLÍN,NO,NO,NO,SI,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,INDAGACIÓN,2017,Santander,GIRÓN,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,SI,1
ACTIVO,JUICIO,2016,La Guajira,MAICAO,SI,NO,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Antioquia,MEDELLÍN,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,SI,2
INACTIVO,INDAGACIÓN,2016,Cauca,POPAYÁN,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Magdalena,SANTA MARTA,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,NO,FEMENINO,SIN DATO,Colombia,NO,3
INACTIVO,EJECUCIÓN DE PENAS,2018,Valle del Cauca,PALMIRA,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,2
INACTIVO,EJECUCIÓN DE PENAS,2017,Valle del Cauca,PALMIRA,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,INDAGACIÓN,2017,Cesar,AGUACHICA,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2015,Tolima,LÍBANO,SI,SI,SI,NO,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,JUICIO,2017,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,INDAGACIÓN,2017,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Tolima,IBAGUÉ,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,JUICIO,2017,Atlántico,SOLEDAD,SI,NO,SI,NO,FEMENINO,SIN DATO,Colombia,NO,2
ACTIVO,JUICIO,2015,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
ACTIVO,INDAGACIÓN,2018,Córdoba,PLANETA RICA,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,SI,1
INACTIVO,INDAGACIÓN,2018,Chocó,QUIBDO,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,INVESTIGACIÓN,2017,Antioquia,LIBORINA,SI,NO,SI,SI,FEMENINO,SIN DATO,,NO,1
ACTIVO,INDAGACIÓN,2019,Guaviare,EL RETORNO,NO,NO,NO,NO,FEMENINO,SIN DATO,,NO,1
ACTIVO,INDAGACIÓN,2019,Cundinamarca,SOACHA,NO,NO,NO,NO,FEMENINO,SIN DATO,,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,SI,FEMENINO,SIN DATO,,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Antioquia,ITAGUI,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,2
ACTIVO,INDAGACIÓN,2020,Santander,BUCARAMANGA,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,INDAGACIÓN,2019,Meta,CUMARAL,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2019,Antioquia,MEDELLÍN,SI,SI,SI,SI,FEMENINO,SIN DATO,Colombia,NO,2
INACTIVO,EJECUCIÓN DE PENAS,2018,Bolívar,CANTAGALLO,NO,SI,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
