ESTADO_NOTICIA,ETAPA,ANIO_HECHO,DEPARTAMENTO,MUNICIPIO,IMPUTACION,CONDENA,ACUSACION,CAPTURA,SEXO_VICTIMA,GRUPO_EDAD_VICTIMA,PAIS_NACIMIENTO,HOMICIDIO_DOLOSO_CONSUMADO,TOTAL_VICTIMAS
INACTIVO,EJECUCIÓN DE PENAS,2015,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,NO,MASCULINO,INFANCIA 6 - 11,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Huila,SAN AGUSTÍN,SI,SI,SI,SI,MASCULINO,INFANCIA 6 - 11,Colombia,NO,1
ACTIVO,JUICIO,2018,Nariño,PASTO,SI,NO,SI,SI,FEMENINO,INFANCIA 6 - 11,Colombia,NO,2
INACTIVO,EJECUCIÓN DE PENAS,2019,Atlántico,BARRANQUILLA,SI,NO,NO,SI,FEMENINO,INFANCIA 6 - 11,Colombia,SI,1
ACTIVO,INDAGACIÓN,2017,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Tolima,IBAGUÉ,SI,SI,SI,SI,MASCULINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Chocó,QUIBDO,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2019,Cauca,POPAYÁN,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,JUICIO,2018,Bolívar,CARTAGENA,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,INDAGACIÓN,2018,Bolívar,SANTA ROSA DEL SUR,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
INACTIVO,EJECUCIÓN DE PENAS,2017,Caldas,RIOSUCIO,SI,SI,SI,SI,MASCULINO,JUVENTUD 18 - 28,Colombia,NO,1
ACTIVO,INDAGACIÓN,2018,Antioquia,LA ESTRELLA,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,2
ACTIVO,INVESTIGACIÓN,2019,"Archipiélago de San Andrés, Providencia y Santa Catalina",PROVIDENCIA,SI,NO,NO,SI,MASCULINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2018,Cundinamarca,SOPÓ,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
ACTIVO,JUICIO,2019,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Venezuela,SI,1
ACTIVO,TERMINACIÓN ANTICIPADA,2019,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
INACTIVO,EJECUCIÓN DE PENAS,2020,Santander,BUCARAMANGA,SI,SI,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,3
